-1.379859292630884138e+00,-1.639242396352294850e+00,1.904011667459803991e+00,-2.627268192622035148e+00
-5.411597814870244605e+00,-5.495438370286379381e+00,2.928539090990840776e+01,-1.584807574556812710e+02
-4.299785805651593407e+00,-4.594803256556506454e+00,1.848815797448292386e+01,-7.949511923132598668e+01
-6.005136561244784232e+00,-5.921348399351562541e+00,3.606166511919883533e+01,-2.165552236666666772e+02
-6.420338603734402128e+00,-6.364172207198222075e+00,4.122074778660221028e+01,-2.646511582891215539e+02
-4.238141019472562832e+00,-4.258124763529122170e+00,1.796183930093593517e+01,-7.612480792647096450e+01
-5.445203925348299556e+00,-5.743980530630271808e+00,2.965024578862853133e+01,-1.614516347557819529e+02
-6.266059287190299365e+00,-6.399952114694829497e+00,3.926349899058380544e+01,-2.460274124975346126e+02
-3.919843039557662223e-01,-6.086180678654078413e-01,1.536516945476865126e-01,-6.022905253889889593e-02
-6.783492455055667669e+00,-6.896354081114237644e+00,4.601576988779716970e+01,-3.121476278474498827e+02
-6.167182010520302349e+00,-6.198442424801842598e+00,3.803413395088524140e+01,-2.345634266876189429e+02
-5.084805095327679325e+00,-5.313483518626505919e+00,2.585524285747032991e+01,-1.314688706225997237e+02
-5.946705325627355876e+00,-5.853541995339464954e+00,3.536330422984475774e+01,-2.102951495953982146e+02
-5.341415628540884697e+00,-5.096646076406138093e+00,2.853072091682081535e+01,-1.523944385986450243e+02
-8.822404007773837264e+00,-9.186615726777102253e+00,7.783481247638385980e+01,-6.866901615359740845e+02
-7.569505155078418923e+00,-7.411325120882291451e+00,5.729740829275876024e+01,-4.337130274446703879e+02
-5.008091749789195468e+00,-4.992996095082292918e+00,2.508098297430660395e+01,-1.256078639102281755e+02
-3.312307357867824820e+00,-3.240762703839546344e+00,1.097138003298532993e+01,-3.634058280922144490e+01
-8.832219017776356651e+00,-9.017993233280026999e+00,7.800809277797034724e+01,-6.889845605740521250e+02
-2.754257724228736048e+00,-2.842537587111762853e+00,7.585935611473655804e+00,-2.089362175340315630e+01
-6.826980580662318054e+00,-6.871038360500837605e+00,4.660766384874040114e+01,-3.181896160053878475e+02
-8.128420698091471053e+00,-8.071632425654046372e+00,6.607122304516184386e+01,-5.370546969485117188e+02
-5.841831397947022886e+00,-6.019690421599115382e+00,3.412699408203966556e+01,-1.993641455460115424e+02
-6.104624975166451861e+00,-6.160169674348449753e+00,3.726644608742600440e+01,-2.274976775209948983e+02
-6.583102117165839928e+00,-6.583140897135032255e+00,4.333723348503336581e+01,-2.852934335074334626e+02
-1.034663798787810052e+01,-1.008414328285594763e+01,1.070529176522021828e+02,-1.107637784493461140e+03
-5.765864749825834856e+00,-5.434384424572850314e+00,3.324519631328413993e+01,-1.916873055238048380e+02
-5.343666421315199422e+00,-5.442897016062659077e+00,2.855477082229159080e+01,-1.525871700114305725e+02
-4.289122253004164165e+00,-4.489628286191082118e+00,1.839656970121551893e+01,-7.890513648442565398e+01
-4.497114928907127940e+00,-4.740905160300688870e+00,2.022404268379936099e+01,-9.094984427616908818e+01
-8.734486261391037232e+00,-8.704643073651137541e+00,7.629125025042877439e+01,-6.663648771767157086e+02
-7.535673086206283955e+00,-7.281311957982914862e+00,5.678636886217373814e+01,-4.279235114980651815e+02
-6.952737912888386163e+00,-7.130528382280878930e+00,4.834056448531555361e+01,-3.360992754274793128e+02
-3.965095624182260359e+00,-4.249635815786143134e+00,1.572198330890930862e+01,-6.233916722162283719e+01
-5.416685314079503044e+00,-5.769402578204482879e+00,2.934047979176456522e+01,-1.589281459960975553e+02
-6.215003728309567599e+00,-6.388580821440146273e+00,3.862627134290182340e+01,-2.400624204068318477e+02
-7.937284463131877743e+00,-7.777289533500212571e+00,6.300048464867469988e+01,-5.000527679717040428e+02
-6.529468006452878726e+00,-6.427732650089299504e+00,4.263395244729173328e+01,-2.783770284932247705e+02
-5.260366707692726962e+00,-5.109622725561822953e+00,2.767145789940201794e+01,-1.455620158873352921e+02
-3.243706921298132428e+00,-3.313801297800448076e+00,1.052163459127740808e+01,-3.412909894709637371e+01
-7.904186435836610514e+00,-8.046282420580762818e+00,6.247616321246346160e+01,-4.938232418270679318e+02
-4.251878266892436642e+00,-4.407193430263202316e+00,1.807846879647222949e+01,-7.686744857441334489e+01
-1.680006221897507590e+00,-1.360782796640757519e+00,2.822420905614337450e+00,-4.741684682245685067e+00
-5.818082952951947995e+00,-6.088395438504183410e+00,3.385008924743005565e+01,-1.969426272063748513e+02
-7.791514554927985614e+00,-7.633674373281679415e+00,6.070769905965464375e+01,-4.730049208194871539e+02
-4.988582847992305780e+00,-4.920464356787540794e+00,2.488595883128302333e+01,-1.241456673815811342e+02
-5.265539293894541117e+00,-5.011677951719286206e+00,2.772590405554742432e+01,-1.459918372632349701e+02
-2.775396298405912621e+00,-2.854109376643619633e+00,7.702824613205241810e+00,-2.137839091875978426e+01
-3.430736714334742032e+00,-3.560647246697902890e+00,1.176995440308434127e+01,-4.037961469670729997e+01
-3.704109392526201194e+00,-3.840372697234701427e+00,1.372042639180082269e+01,-5.082196026733380734e+01
-2.661743773533755686e+00,-2.594293632892400669e+00,7.084879915945717421e+00,-1.885813500250287333e+01
-8.509578959824182220e+00,-8.495238099785494157e+00,7.241293407348240407e+01,-6.162035802108414373e+02
-1.002716958646690415e+01,-9.980073365976698696e+00,1.005441299157668595e+02,-1.008173041589154650e+03
-4.525960516379689658e+00,-4.711071097056374946e+00,2.048431859582790793e+01,-9.271121716965936344e+01
-3.006246818756522110e+00,-3.019249191577346725e+00,9.037519935283709671e+00,-2.716901555489530296e+01
-6.901331835173913021e+00,-6.928347342650101659e+00,4.762838109918492790e+01,-3.286992627376004066e+02
-9.850653756956800677e+00,-9.756659702945423618e+00,9.703537943944712652e+01,-9.558619250329185206e+02
-3.349049052804092153e+00,-3.596450169934166663e+00,1.121612955808798695e+01,-3.756336807264255384e+01
-7.563604818297933186e+00,-7.687921319876814152e+00,5.720811784737971095e+01,-4.326995957961971726e+02
-2.731596506863699148e+00,-2.708230107862785285e+00,7.461619476309962806e+00,-2.038213369703443689e+01
